Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,The Chase,The escape of Bubber Reeves from prison affects the inhabitants of a small Southern town.,15.347,/lpX8szjdzaXqxKBiV8xfRVNzSiu.jpg,1966-02-18,The Chase,FALSE,7.1,239
en,Backtrace,The lone surviving thief of a violent armored car robbery is sprung from a high security facility and administered an experimental drug.,12.856,/gM14jePY6dxg3ORWJCJN3YpQOWh.jpg,2018-12-14,Backtrace,FALSE,5.2,194
en,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",11.847,/x6ZIwp7pXpIoJKc7S9MXpM3TOVv.jpg,2001-06-29,Crazy/Beautiful,FALSE,6.6,303
en,Invasion U.S.A.,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,12.596,/v8CiEn1tcg07de1EUwgg39f3CGr.jpg,1985-09-27,Invasion U.S.A.,FALSE,5.7,236
en,The Thing from Another World,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,14.047,/rm2w8dEhOGDuckB6i0Spz9lTzpR.jpg,1951-04-05,The Thing from Another World,FALSE,6.8,493
en,Permission,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,12.353,/1YIGIS0Imzi5S2bbkjlQOhEJthS.jpg,2018-02-09,Permission,FALSE,5,134
en,Erik the Viking,"Erik the Viking gathers warriors from his village and sets out on a dangerous journey to Valhalla, to ask the gods to end the Age of Ragnorok and allow his people to see sunlight again. A Pythonesque satire of Viking life.",15.345,/5EBoogtkpIs7bL0i8skJ4JqwpID.jpg,1989-09-01,Erik the Viking,FALSE,5.8,187
ja,Mishima: A Life in Four Chapters,"A fictional account of the life of Japanese author Yukio Mishima, combining dramatizations of three of his novels and a depiction of the events of November 25th, 1970.",15.595,/4kIXsE4SwUjO0eUqpolsHNO5GLH.jpg,1985-05-15,Mishima: A Life in Four Chapters,FALSE,7.8,221
en,The Owners,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",17.112,/zMUpzTRF4f4MkScDkUZM030H2t0.jpg,2020-08-27,The Owners,FALSE,5.7,297
en,Incarnate,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,15.352,/8j8PLnghBHpDEGfANNh8wc5cT4F.jpg,2016-12-01,Incarnate,FALSE,5.4,496
en,Bucky Larson: Born to Be a Star,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,15.098,/avCsg52549PHT5nVXIW7c3BEZ7b.jpg,2011-09-09,Bucky Larson: Born to Be a Star,FALSE,4.4,152
it,Teorema,"A wealthy Italian household is turned upside down when a handsome stranger arrives, seduces every family member and then disappears. Each has an epiphany of sorts, but none can figure out who the seductive visitor was or why he came.",11.096,/k7rEBaYUTgdxVqYl9aZm5ZcoB41.jpg,1968-09-07,Theorem,FALSE,7.1,340
en,Viva Las Vegas,"Lucky Jackson arrives in town with his car literally in tow ready for the first Las Vegas Grand Prix - once he has the money to buy an engine. He gets the cash easily enough but mislays it when the pretty swimming pool manageress takes his mind off things. It seems he will lose both race and girl, problems made more difficult by rivalry from Elmo Mancini, fellow racer and womaniser.",11.346,/mpI1qaQJXmqfuUgrmxczvWLcHqu.jpg,1964-02-08,Viva Las Vegas,FALSE,6.3,115
en,Gone in the Night,"Upon arriving at a remote cabin in the redwoods, Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning, but her boyfriend disappears with the young woman, which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.",11.289,/A1F9RpyLNbYyE9nE4INrVQh0b7T.jpg,2022-07-15,Gone in the Night,FALSE,5.7,88
zh,大師兄,"A soldier-turned-high school teacher uses unusual methods to reach to a class of poor students, while dealing with a greedy entrepreneur and his gang of fighters as well as the government.",13.353,/z6Y6uQn2fORr7o43EggQrTsp08o.jpg,2018-08-16,Big Brother,FALSE,7.6,144
ja,劇場版 マクロスF 虚空歌姫 ~イツワリノウタヒメ~,"Half retelling of the original Frontier series, half new story. Conspiracies arise within the Frontier government when Sheryl Nome arrives to the colonial fleet for her concert and is soon marked as a spy for Galaxy while childhood friends, Alto Saotome and Ranka Lee both try to achieve their dreams as the battle between Frontier and the Vajra draws closer.",12.315,/tAa3xDHeeM2cYqlnBeCS1OqyP2H.jpg,2009-11-21,Macross Frontier: The False Songstress,FALSE,7.3,24
en,Between Two Ferns: The Movie,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",14.356,/cHxc8v1GkzdjjhF2qnpG6wdXrOT.jpg,2019-09-20,Between Two Ferns: The Movie,FALSE,6,755
cn,玉女聊齋,Chu is a lowly debt collector for the local strongman Wang. Problem is that Chu is too nice/honest/dopey to be very good at the grubby collections job. Chu is treated badly by his boss Wang. Eventually Wang catches one of his twin daughters in the act of seducing the hapless bumpkin Chu. Wang naturally blames Chu rather than the daughter. For punishment Wang sends Chu on an impossible quest to Satan's Temple to steal a statue of Judge Lu.,8.934,/m6y5exiIeJz5L8G5nWdaimdBn3d.jpg,1998-06-12,Chinese Erotic Ghost Story,FALSE,6,3
en,Miss Stevens,"Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.",11.849,/7pWcZa8ANeRCIlddbBZu8QconsU.jpg,2016-09-16,Miss Stevens,FALSE,6.7,212
en,Flesh and Bone,"Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened.",12.253,/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,1993-11-05,Flesh and Bone,FALSE,6.1,72
en,Cube 2: Hypercube,The sequel to the low budget first film Cube. This time the prisoners find them selves in a more advanced cube environment that they must escape from before they are killed. A science fiction film where space and time have more than one path.,15.594,/bEqqwtwUP7lm56VyeVONhv9JtYu.jpg,2002-04-15,Cube 2: Hypercube,FALSE,5.5,1246
ja,トワノクオン 第一章 泡沫の花弁,"This story follows a boy named Quon and his friends, who are ""Attractors"". Attractors are human beings who have awakened and have supernatural powers. Quon is determined to save them all. But a secret organization is hunting them...",14.765,/2gYd3aByalnGqX4f8JmvVylXNm2.jpg,2011-06-17,Towa no Quon 1: The Ephemeral Petals,FALSE,6.5,14
en,Cats Don't Dance,"Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",16.343,/5Fq3lsn398I5djODa3v8fQW9ssC.jpg,1997-03-26,Cats Don't Dance,FALSE,7.2,154
en,The Out-Laws,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",15.022,/q0U2cnXEQsRLo3gU1wYs51IRKgU.jpg,2023-07-07,The Out-Laws,FALSE,0,0
tr,Ayla,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",11.85,/dETDsjBNtWyzdrqi0DFSielMWk5.jpg,2017-10-27,Ayla: The Daughter of War,FALSE,8.1,319
en,A House on the Bayou,"In an effort to reconnect and mend their relationship, a troubled couple and their preteen daughter seek an idyllic getaway to a remote mansion in rural Louisiana. But when unexpected visitors arrive, their facade of family unity starts to unravel, as terrifying secrets come to light.",11.124,/3qCUy997QKgZDieby5sF6mMHAsB.jpg,2021-11-19,A House on the Bayou,FALSE,5.7,123
en,American Kamasutra,A young woman finds herself involved in a dangerous love triangle when she gets involved with the writer of a popular steamy novel.,12.691,/6PlW27Cnaa6mtKeDxZPPBStfRiH.jpg,2018-12-13,American Kamasutra,FALSE,4.6,35
ja,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい!～,"Summary of the first season of the show, as seen from Rikka's perspective with new elements.",11.446,/7GXDfLX2FRgPwn9L7CCFcWVe6YP.jpg,2013-09-14,"Love, Chunibyo & Other Delusions! Rikka Version",FALSE,7.3,70
en,Psycho II,"After years of treatment at a mental institution for the criminally insane, serial killer Norman Bates is finally released. Deciding to move back into his long-dead mother's infamous old house, he soon finds himself tormented by 'her' demands and begins to question his own sanity.",13.341,/sJAPRj3vHmjV4z97YK84iDovYlm.jpg,1983-06-03,Psycho II,FALSE,6.5,541
en,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,13.342,/6upEibGBdKmFNeFRfJk8t5zkcOD.jpg,2001-12-18,The Shipping News,FALSE,6.3,332
ko,방법: 재차의,"Following a brutal murder case, the police are baffled to find out that the assailant, whose body was found on the scene with the victim, had already been dead for three months. Meanwhile, journalist Jin-hee sets up a live interview with an anonymous caller claiming he is the true killer behind the mysterious murder. When the man announces three more murders will occur in the hands of the undead, Jin-hee must face the sinister forces beyond understanding.",12.117,/eEQvJerAVak8hWzSYKbvImQIZfu.jpg,2021-07-28,The Cursed: Dead Man’s Prey,FALSE,7.7,106
en,Billy Lynn's Long Halftime Walk,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad – contrasting the realities of war with America's perceptions.,14.348,/vblJ5cTqZKg3DSyN1z8JxTUyf2Y.jpg,2016-11-10,Billy Lynn's Long Halftime Walk,FALSE,6,514
ko,쉬리,"North Korea's 8th Special Forces hijack a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries. Ryu and Lee, special agents of O.P.,  South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu.",10.342,/7rmye0ThMHMT2VhZj7zdyCcHQVe.jpg,1999-02-13,Shiri,FALSE,6.4,140
en,Mad Money,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,15.842,/le0r7Hf7YOy3QFdOoYXRI29T1mW.jpg,2008-01-17,Mad Money,FALSE,6.5,599
en,Miracle on 34th Street,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",15.34,/sWjL1zD0XjQrOTP9jLiAbzvBKEW.jpg,1994-11-18,Miracle on 34th Street,FALSE,6.7,896
en,The Long Goodbye,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",15.09,/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg,1973-03-07,The Long Goodbye,FALSE,7.4,506
en,The Adventures of Rocky & Bullwinkle,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",12.841,/xCFSsftt2rglC81I6QLWcZSTCBM.jpg,2000-06-30,The Adventures of Rocky & Bullwinkle,FALSE,4.1,324
en,W.E.,"In 1998, an auction of the estate of the Duke and Duchess of Windsor causes great excitement. For one woman, Wally Winthrop, it has much more meaning. Wally becomes obsessed by their historic love story. As she learns more about the sacrifices involved, Wally gains her own courage to find happiness.",12.343,/natLuO7NcStRln1vFWLqIYUKGwX.jpg,2011-09-01,W.E.,FALSE,6.5,225
ko,어린 신부,"A teenage girl tries to continue her normal social and school life, after her grandfather forces her into an arranged marriage with a man in his twenties.",14.551,/eFE1fhmj57bidgHQCKuGcprYjjg.jpg,2004-04-02,My Little Bride,FALSE,7.3,82
es,La batalla de Chile (Parte 1): La insurrección de la burguesía,The chronicle of the political tension in Chile in 1973 and of the violent counter revolution against the democratically elected government of Salvador Allende.,19.503,/apGBKILHKQB1bCpDGbEfnsZmWBJ.jpg,1975-03-18,The Battle of Chile: Part I,FALSE,7.4,38
en,Cosmopolis,"Riding across Manhattan in a stretch limo during a riot in order to get a haircut, a 28-year-old billionaire asset manager's life begins to crumble.",12.843,/vZEUKrNspiOmy4Muiy7ne6TOVPq.jpg,2012-05-25,Cosmopolis,FALSE,5.7,1120
en,Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",15.042,/cLSW0nW94XT0DmBS69ublcLfQ9c.jpg,2006-07-21,Clerks II,FALSE,6.9,1156
ja,マクロスプラス MOVIE EDITION,"Three decades after the great war between the humans and the Zentradi, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft (Shinsei Industries' YF-19 & General Galaxy's YF-21) for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program.",12.089,/cGKjjYeWbmTvy3eYz9vH8MiaKzX.jpg,1995-10-06,Macross Plus: The Movie,FALSE,7.2,50
